[22.03.2016 | 16:21:55] Talorin.Goldberry: Jemand ne Ahnung wo die vinetwork Base ist? Chat per /ooc [Text]
[10.04.2016 | 20:18:13] Talorin.Goldberry: Ich verpass mir wieder ne Nackenschelle, ok?
[10.04.2016 | 20:18:21] Talorin.Goldberry: Dacht ich mir auch
[10.04.2016 | 20:18:32] Ryan.McMillen: Jo, so wollt ichs.
[10.04.2016 | 20:20:08] Talorin.Goldberry: Die Oculus Rift läuft so inperformant...
[10.04.2016 | 20:20:20] Ryan.McMillen: why:o
[10.04.2016 | 20:20:55] Talorin.Goldberry: Die hat dauernd Aussetzer,,, Da läuft meine Samsung Gear VR besser...
[10.04.2016 | 20:21:03] Ryan.McMillen: Bitter^^
[10.04.2016 | 20:25:14] Talorin.Goldberry: So. Ich bin dann mal bisschen racen. Bis dann
[10.04.2016 | 20:25:22] Ryan.McMillen: Du und racen? :D
[10.04.2016 | 20:25:55] Talorin.Goldberry: Joa... Seit Freitag.
[10.04.2016 | 20:26:06] Ryan.McMillen: Nice :P ich hoffe auf dem Richtigen server? :D
[10.04.2016 | 20:26:31] Talorin.Goldberry: Natürlich. iR natürlich
[10.04.2016 | 20:26:45] Ryan.McMillen: so muss :PÜ
[10.04.2016 | 22:06:47] Matze.Gamingtv: San_News
[11.04.2016 | 16:13:07] Marcel.Gamer: hey seit wann hat sebastian layer in towtruck ?
[11.04.2016 | 16:15:27] Ryan.McMillen: ??
[11.04.2016 | 17:13:19] Dennis.Wagner: Sebastian bist du da?
[11.04.2016 | 17:13:31] Sebastian.Layer: Nein ?
[11.04.2016 | 17:13:54] Dennis.Wagner: willste mit kuchen essen?
[11.04.2016 | 17:14:19] Sebastian.Layer: Hier auf MTA ?
[11.04.2016 | 17:14:32] Dennis.Wagner: Nein oma
[11.04.2016 | 17:14:45] Sebastian.Layer: Was fürn Kuchen ?
[11.04.2016 | 17:15:16] Dennis.Wagner: den kuchen von gestern den oma gemacht und wir sind nicht mehr dahin gegangen xD
[11.04.2016 | 17:15:49] Sebastian.Layer: Ich dachte du wasrt da du Bimbo
[11.04.2016 | 17:16:35] Dennis.Wagner: xD egal gehe dahin
[11.04.2016 | 17:17:22] Sebastian.Layer: Mama und Papa sind nicht zuhause ^^
[11.04.2016 | 17:48:26] Matze.Gamingtv: Alex kommst ts
[11.04.2016 | 17:48:27] Jay.Mcmillen: Hey :D
[11.04.2016 | 18:05:19] Matze.Gamingtv: Trucker
[11.04.2016 | 20:29:16] Dennis.Wagner: Hallo
[11.04.2016 | 20:29:26] Webi.Profi: Hey
[11.04.2016 | 20:29:29] Jay.Mcmillen: hi
[11.04.2016 | 20:29:54] Dennis.Wagner: ich komme nicht an das konto von San News
[11.04.2016 | 20:30:05] Jay.Mcmillen: hast du rang 2 ?
[11.04.2016 | 20:30:13] Matze.Gamingtv: Du musst jetzt Reporter eingeben
[11.04.2016 | 20:30:14] Dennis.Wagner: ja
[11.04.2016 | 20:30:27] Dennis.Wagner: aso okay
[11.04.2016 | 20:33:11] Dennis.Wagner: dann ist Spende auch weg oder wie ?
[11.04.2016 | 20:33:29] Matze.Gamingtv: Ne, Hast 3 Mille auf dein Unternehmen Konto
[11.04.2016 | 20:34:04] Dennis.Wagner: nice
[11.04.2016 | 20:38:08] Webi.Profi: Hat jemand Bock mich vom Autohaus abzuholen? Meine geschäfts Auto wurde gestolen.
[11.04.2016 | 20:38:30] Dennis.Wagner: ja komme
[11.04.2016 | 20:38:42] Webi.Profi: Vielen dank!
[11.04.2016 | 20:38:50] Dennis.Wagner: wo biste bei Ares?
[11.04.2016 | 20:39:12] Webi.Profi: Glaube schon. 'A' auf der Map.
[11.04.2016 | 20:39:25] Dennis.Wagner: jo bin unterwegs
[11.04.2016 | 20:59:55] Dennis.Wagner: Marcel?
[11.04.2016 | 21:00:06] Dennis.Wagner: Matze sry
[11.04.2016 | 21:00:17] Matze.Gamingtv: Ja
[11.04.2016 | 21:00:51] Dennis.Wagner: Webi.Profu möchte führerschein machen kannst du das machen oder muss er warten?
[11.04.2016 | 21:00:59] Matze.Gamingtv: Mach ich gleich
[11.04.2016 | 21:01:06] Dennis.Wagner: Profi*
[11.04.2016 | 21:04:47] Matze.Gamingtv: Bitte mal zur Fahrschule kommen
[11.04.2016 | 21:04:54] Matze.Gamingtv: Wenn er alle scheine will min 20k
[11.04.2016 | 21:05:02] Matze.Gamingtv: Autoschein alleine 1.250€
[11.04.2016 | 21:05:24] Dennis.Wagner: ich zahle sein fürerschein
[11.04.2016 | 21:05:59] Matze.Gamingtv: Bitte schnell hab nicht viel zeit mehr
[11.04.2016 | 21:06:37] Dennis.Wagner: wo ist nochmal führerschein
[11.04.2016 | 21:07:00] Matze.Gamingtv: Rotes $
[11.04.2016 | 21:08:59] Dennis.Wagner: sein führerschein zahle ich okay Matze
[11.04.2016 | 21:09:43] Matze.Gamingtv: Nur Auto oder auch LKW
[11.04.2016 | 21:10:03] Dennis.Wagner: Auto
[11.04.2016 | 21:20:08] Webi.Profi: Wie kan man Auto parken?
[12.04.2016 | 18:01:24] Dennis.Wagner: moin moin
[12.04.2016 | 18:01:56] Max.Rundhose: na
[12.04.2016 | 18:02:59] Dennis.Wagner: habe gerade lohn bekommen jay
[12.04.2016 | 18:03:38] Max.Rundhose: spielste nicht mehr auf life of village ? ;)
[12.04.2016 | 18:03:54] Dennis.Wagner: nee
[12.04.2016 | 18:04:05] Dennis.Wagner: der gefält mir besser
[12.04.2016 | 18:05:23] Max.Rundhose: mir nicht..Sebnastian und ich machen Bugusing haha
[12.04.2016 | 18:05:52] Dennis.Wagner: okay
[12.04.2016 | 18:09:25] Max.Rundhose: hast du schon das neue Ares Gelände auf life of village gesehen?
[12.04.2016 | 18:12:02] Sebastian.Layer: Komm mal nach mir
[12.04.2016 | 18:12:09] Sebastian.Layer: Da wo ich wohne
[12.04.2016 | 18:12:16] Max.Rundhose: bin schon in sf..
[12.04.2016 | 18:29:08] Max.Rundhose: ALLAHUAKBAR!!!!!!!!
[12.04.2016 | 18:29:25] Max.Rundhose: AMINA!!
[12.04.2016 | 18:29:35] Prince.Boateng: heil dem Führer
[12.04.2016 | 18:29:49] Sebastian.Layer: HURENSÖHNE EEEEEEEEEEEEEEEEEEEEEEE
[12.04.2016 | 18:30:04] Max.Rundhose: HITLER AN DIE MACHT
[12.04.2016 | 18:30:33] Max.Rundhose: KACK SERVER :D
[12.04.2016 | 18:40:51] Max.Rundhose: PD CARS SIND UNNÖTIG WEG MIT DENEN!!!!!!
[12.04.2016 | 18:44:39] Max.Rundhose: FEUERWEHR CARS AUCH!!!
[12.04.2016 | 19:18:07] Webi.Profi: Irgend 'ne Ahnung, warum die Auto weg sind? (alle)
[12.04.2016 | 19:18:23] Matze.Gamingtv: Welche Autos?
[12.04.2016 | 19:18:47] Webi.Profi: Alle. Dienstfahrzeuge und Privatfahrzeuge.
[12.04.2016 | 19:19:08] Matze.Gamingtv: Sind doch alle da? Sehe sie und sehe sie auch in der Liste
[12.04.2016 | 19:19:26] Webi.Profi: Moment ich relogge mal.
[12.04.2016 | 19:20:36] Webi.Profi: Nope in der Gerade steht weder mein privates Auto noch unsere Dienstfahrzeuge ^^
[12.04.2016 | 19:21:01] Matze.Gamingtv: Bist du Sani oder Feuerwehr
[12.04.2016 | 19:21:12] Webi.Profi: Feuerwehr
[12.04.2016 | 19:21:30] Matze.Gamingtv: Ok, Ich komm zur Base
[12.04.2016 | 19:23:29] Webi.Profi: Alles weg ^^
[12.04.2016 | 19:29:39] Matze.Gamingtv: Parken musst du sie, Da ich keine Ahnung habe wie sie stehen
[12.04.2016 | 19:30:21] Webi.Profi: Spawnen die den jetzt auch standart?
[12.04.2016 | 19:30:44] Matze.Gamingtv: Alle Fahrzeuge Spawnen. Entweder sie wurden abgeschleppt. Oder umgeparkt
[12.04.2016 | 19:31:09] Webi.Profi: Komisch. Gestern waren noch alle da..
[12.04.2016 | 20:22:47] Matze.Gamingtv: Ich bin dann mal weiter an das nexste Update Arbeiten. Viel Spaß noch!
[14.04.2016 | 15:36:23] Matze.Gamingtv: Stratum
[14.04.2016 | 15:37:44] Matze.Gamingtv: FCR-900
[14.04.2016 | 15:49:22] Matze.Gamingtv: Utility Van
[18.04.2016 | 14:51:07] Georg.Dampfnudel: Sorry :(
[05.05.2016 | 23:16:33] Florian.Pacman: hay
[05.05.2016 | 23:16:46] Ben.Akaisda: tach
[05.05.2016 | 23:17:32] Florian.Pacman: ich kann mir ja nur 3 autos bestellen
[05.05.2016 | 23:17:48] Matze.Gamingtv: Kannst mehrere
[05.05.2016 | 23:17:57] Matze.Gamingtv: Vll Hafen Voll?
[05.05.2016 | 23:18:03] Florian.Pacman: ja
[05.05.2016 | 23:18:58] Florian.Pacman: ich weiss auch warum
[05.05.2016 | 23:24:56] Florian.Pacman: und jetzt wie bekomme ich die zu mir
[05.05.2016 | 23:25:15] Matze.Gamingtv: Dafür brauchst jemand bei InterTrans
[05.05.2016 | 23:26:32] Florian.Pacman: da ist aber keiner drin
[05.05.2016 | 23:28:35] Florian.Pacman: danke dir
[05.05.2016 | 23:29:40] Florian.Pacman: matze warum bin ich rank 0 in ares
[05.05.2016 | 23:29:59] Matze.Gamingtv: Schau mal genau
[05.05.2016 | 23:30:28] Florian.Pacman: ja da ist noch einer in ares
[05.05.2016 | 23:30:38] Matze.Gamingtv: Der ist gebannt
[05.05.2016 | 23:30:40] Florian.Pacman: lol voice chat
[05.05.2016 | 23:30:57] Florian.Pacman: danke
[05.05.2016 | 23:35:02] Florian.Pacman: geht der voice chat ?
[05.05.2016 | 23:35:17] Matze.Gamingtv: Nop
[05.05.2016 | 23:35:40] Florian.Pacman: schade
[05.05.2016 | 23:37:00] Florian.Pacman: darf ich alle fahrzeuge bestellen ?
[05.05.2016 | 23:37:28] Matze.Gamingtv: Mach doch, Hydra und Hunter und Rihno sind Tapu
[05.05.2016 | 23:37:48] Florian.Pacman: ok
[05.05.2016 | 23:48:35] Matze.Gamingtv: Pacman
[05.05.2016 | 23:48:50] Matze.Gamingtv: Im Forum gibt es eine Preis liste von den Fahrzeugen
[05.05.2016 | 23:49:14] Florian.Pacman: also darf ich nicht meine eigenen machen ?
[05.05.2016 | 23:49:36] Matze.Gamingtv: Leider nicht da es zu viele Probleme gegeben hatte in der Vergangenheit
[05.05.2016 | 23:49:43] Florian.Pacman: ich brauch dann einmal ein link
[05.05.2016 | 23:50:04] Matze.Gamingtv: www.villages-town.eu
[06.05.2016 | 00:13:43] Florian.Pacman: matze
[06.05.2016 | 00:14:38] Florian.Pacman: was ist mit denn fraktion autos
[06.05.2016 | 00:14:44] Matze.Gamingtv: ../atogooc
[06.05.2016 | 00:14:55] Matze.Gamingtv: Was soll mit denen sein?
[06.05.2016 | 00:15:19] Florian.Pacman: ja due preise sind nicht da
[06.05.2016 | 00:15:33] Matze.Gamingtv: Weil die nur an Fraktionen Verkauft werden nicht an Zivis
[06.05.2016 | 00:15:40] Matze.Gamingtv: Darum steht ja Fraktion
[06.05.2016 | 00:16:01] Florian.Pacman: ja aber wv kosten die towtruck
[06.05.2016 | 00:16:27] Matze.Gamingtv: Weil jedes Fraktions Auto kostet 25k
[06.05.2016 | 00:16:55] Florian.Pacman: achsi
[06.05.2016 | 00:17:04] Florian.Pacman: achso
[06.05.2016 | 00:20:25] Matze.Gamingtv: Pacman?
[06.05.2016 | 00:20:42] Florian.Pacman: ja
[06.05.2016 | 00:20:50] Matze.Gamingtv: Bestellst du die ganze Zeit?
[06.05.2016 | 00:21:20] Florian.Pacman: naja tampas und clover
[06.05.2016 | 00:21:55] Florian.Pacman: soll ich aufhören =
[06.05.2016 | 00:21:55] Matze.Gamingtv: Erst mal nix bestellen, Da die Base sich ja Verändert viel zu viel Arbeit es zu Verlegen....
[06.05.2016 | 00:22:25] Florian.Pacman: ok
[06.05.2016 | 00:27:25] Florian.Pacman: alle autos die draussen auf dem parkplätzen stehen kann ich nicht verkaufn
[06.05.2016 | 00:29:32] Florian.Pacman: also bei mir stehen diese preise
[06.05.2016 | 00:30:08] Florian.Pacman: einmal 275000k und einmal 295000k
[06.05.2016 | 00:30:23] Matze.Gamingtv: Kolege das sind falsche Preise
[06.05.2016 | 00:31:19] Florian.Pacman: ahh jetzt wurde das geändert
[06.05.2016 | 00:33:26] Matze.Gamingtv: Ich weiß garnicht was du hast die kann man doch Verkaufen?
[06.05.2016 | 00:34:11] Florian.Pacman: wie meinst du verkaufen
[06.05.2016 | 00:34:29] Matze.Gamingtv: Du hast gesagt die drausen kann man nicht Vekraufen
[06.05.2016 | 00:34:41] Matze.Gamingtv: Das geht wäre mir neu wenns nicht gehen würde
[06.05.2016 | 14:44:50] Florian.Pacman: matze
[06.05.2016 | 14:44:53] Matze.Gamingtv: Ja
[06.05.2016 | 14:45:04] Florian.Pacman: können wir kurz alle scheine machen ?
[06.05.2016 | 14:45:09] Matze.Gamingtv: Gleich
[06.05.2016 | 14:45:13] Florian.Pacman: ok
[06.05.2016 | 14:47:18] Florian.Pacman: wenn habe ich grad im voice chat gehört :O
[06.05.2016 | 14:50:28] Florian.Pacman: ich hab gedacht der geht nicht#
[06.05.2016 | 14:51:55] Florian.Pacman: wer war das
[06.05.2016 | 14:51:58] Matze.Gamingtv: Der geht und geht nicht. Voice ist in MTA noch nicht so ausgereift
[06.05.2016 | 14:52:19] Florian.Pacman: achso
[06.05.2016 | 14:53:04] Florian.Pacman: wo darf ich flugzeuge und helis parken sowie verkaufen
[06.05.2016 | 15:04:12] Matze.Gamingtv: Sry musste 3 Wichtige Bugs weg machen
[06.05.2016 | 15:04:40] Talorin.Goldberry: Keine Adminrechte aber kann trotzdem OOC aktivieren/Deaktivieren :O
[06.05.2016 | 15:04:57] Florian.Pacman: matze
[06.05.2016 | 15:05:00] Matze.Gamingtv: xD Dann scahu nach why
[06.05.2016 | 15:05:04] Matze.Gamingtv: Ja
[06.05.2016 | 15:05:14] Florian.Pacman: ich hab nen problem
[06.05.2016 | 15:05:19] Matze.Gamingtv: ?
[06.05.2016 | 15:05:20] Florian.Pacman: im autohaus
[06.05.2016 | 15:05:33] Matze.Gamingtv: Welches
[06.05.2016 | 15:05:44] Florian.Pacman: das auto fliegt
[06.05.2016 | 15:06:25] Florian.Pacman: doch nicht mehr
[06.05.2016 | 15:07:59] Matze.Gamingtv: Maxi was sagst ist schon einiges gemacht?
[06.05.2016 | 15:08:37] Florian.Pacman: warum bist du nicht mehr 2 inhaber maxir
[06.05.2016 | 15:09:15] Matze.Gamingtv: Der hat Neuen Account muss er noch Rechte sich geben
[06.05.2016 | 15:09:37] Talorin.Goldberry: Sieht hübsch aus :D
[06.05.2016 | 15:09:44] Florian.Pacman: und warum sind die utility vans auf dein name reserviert
[06.05.2016 | 15:10:03] Talorin.Goldberry: Rechte kann ich mir nicht geben :D Weil ich keine DB Daten hab :P
[06.05.2016 | 15:10:40] Talorin.Goldberry: Heißt das eine Autohaus wirklich Hus?
[06.05.2016 | 15:11:06] Matze.Gamingtv: Welches heißt Hus?
[06.05.2016 | 15:14:10] Talorin.Goldberry: Autohus
[06.05.2016 | 15:14:19] Matze.Gamingtv: Gibts doch nicht mher
[06.05.2016 | 15:23:12] Florian.Pacman: matze
[06.05.2016 | 15:23:30] Florian.Pacman: würdest du nochmal zurück kommen
[06.05.2016 | 22:20:05] Florian.Pacman: du schlingel
[06.05.2016 | 22:20:12] Florian.Pacman: ben
[06.05.2016 | 22:23:28] Ben.Akaisda: ?
[06.05.2016 | 22:24:13] Florian.Pacman: marcel will in die fahrschule
[06.05.2016 | 22:25:03] Ben.Akaisda: der weis bescheid das der dan so schnell nicht mehr raus kommt , ja ok raus schon aber
[06.05.2016 | 22:25:10] Ben.Akaisda: nirgens rein
[06.05.2016 | 22:25:30] Florian.Pacman: das weiss er
[06.05.2016 | 22:25:39] Ben.Akaisda: ok dan is ja gut
[06.05.2016 | 22:27:18] Florian.Pacman: oder warte mal mit matze
[06.05.2016 | 22:27:50] Florian.Pacman: ich bin mir nicht sicher ob das so einfach geht ob wir nicht erst matze fragen sollten
[06.05.2016 | 22:28:43] Ben.Akaisda: wen dan regelt der das schon :D
[06.05.2016 | 22:29:27] Florian.Pacman: jo
[06.05.2016 | 22:29:51] Florian.Pacman: und was ist mit deiner gang ?
[06.05.2016 | 22:30:01] Florian.Pacman: gibt es die nicht mehr
[06.05.2016 | 22:38:52] Ben.Akaisda: doch schon bin halt blos nicht drinne ;D
[06.05.2016 | 22:39:43] Florian.Pacman: hö
[06.05.2016 | 22:43:02] Florian.Pacman: kannst du marcel in fahrschule tun
[06.05.2016 | 22:46:46] Florian.Pacman: BEN
[06.05.2016 | 22:50:15] Florian.Pacman: ich liebe denn sound vom infernus
[06.05.2016 | 22:53:49] Florian.Pacman: ben
[06.05.2016 | 22:58:29] Florian.Pacman: ben gib mal dem fahrlehrer alle scheine
[06.05.2016 | 23:05:58] Florian.Pacman: ben ich hab ein problem wegen denn autos hafen ist voll ich kann keine fahrzeuge
[06.05.2016 | 23:06:12] Florian.Pacman: für die fahrschule bestellen
[06.05.2016 | 23:09:07] Florian.Pacman: bin dann mal weg komme heute nacht nochmal gucken
[06.05.2016 | 23:09:11] Florian.Pacman: bye
[14.06.2016 | 21:23:42] Matze.Gamingtv: Florian mach das Tor auf
[14.06.2016 | 21:35:23] Florian.Mrpacman: lol
[14.06.2016 | 21:35:56] Florian.Mrpacman: der tot is näher als jeder denkt
[15.06.2016 | 15:24:04] Florian.Mrpacman: lel
[22.06.2016 | 18:02:37] Matze.Gamingtv: Bin jetzt weg. Kleiner Hinweiß bin grade am Besprechen das du Ticket-Bearbeiter werden kannst!
[22.06.2016 | 18:03:14] Florian.Mrpacman: wie geil von dir danke :DDD
[22.06.2016 | 19:29:41] Florian.Mrpacman: matze ?
[22.06.2016 | 19:48:37] Florian.Mrpacman: matze ?
[24.06.2016 | 02:06:16] Spongebob.Star: hehe
[24.06.2016 | 21:05:15] Florian.Mrpacman: t
[28.06.2016 | 19:28:18] Matze.Gamingtv: Alles klar?
[28.06.2016 | 19:28:24] Florian.Mrpacman: ja#
[28.06.2016 | 19:28:32] Matze.Gamingtv: Auto gefunden?
[28.06.2016 | 19:28:53] Florian.Mrpacman: noch nicht fahre jede kleinste gasse ab
[28.06.2016 | 19:29:26] Matze.Gamingtv: Die 5 Autos sind aber in gant San Andreas Verteilt
[28.06.2016 | 19:29:52] Florian.Mrpacman: ich weiss kannst auch zu mir in denn channel
[28.06.2016 | 19:31:24] Florian.Mrpacman: nur wenn du willst
[28.06.2016 | 19:31:33] Matze.Gamingtv: Rede grade noch mit meiner Freundin
[28.06.2016 | 19:41:18] Florian.Mrpacman: matze
[28.06.2016 | 19:41:39] Matze.Gamingtv: Ja
[28.06.2016 | 19:41:53] Florian.Mrpacman: ich hatte ein unfall
[28.06.2016 | 19:42:03] Matze.Gamingtv: Okey?
[28.06.2016 | 19:42:14] Florian.Mrpacman: und bin eins vor tod
[28.06.2016 | 19:42:34] Florian.Mrpacman: ich könnte ein bischen hilfe gebrauche
[28.06.2016 | 19:43:14] Matze.Gamingtv: Hast ja wieder 100
[28.06.2016 | 20:07:01] Florian.Mrpacman: matze
[28.06.2016 | 20:07:05] Matze.Gamingtv: Ja
[28.06.2016 | 20:07:24] Florian.Mrpacman: mein auto steht komisch darf ich es zu mir porten ?
[28.06.2016 | 20:07:31] Matze.Gamingtv: Klar
[29.06.2016 | 18:45:40] [ADMIN] Matze.Gamingtv: ss
[29.06.2016 | 18:46:08] [ADMIN] Florian.Mrpacman: lol
[29.06.2016 | 18:46:44] [ADMIN] Florian.Mrpacman: was sagst du
[29.06.2016 | 18:48:37] [ADMIN] Matze.Gamingtv: Sag den mal das wir nicht San Fierro sind! Wir sind in Los Santos, Aber spielen in gans San Andreas
[29.06.2016 | 18:51:12] [ADMIN] Florian.Mrpacman: Also ich würde ihn in Polizei rein tuhen
[29.06.2016 | 21:28:16] Florian.Mrpacman: guten tag
[29.06.2016 | 21:29:23] Matze.Gamingtv: Kommt doch auf unsern Teamspeak - 79.133.59.107
[29.06.2016 | 21:48:52] Matze.Gamingtv: Kommt doch auf unsern Teamspeak - 79.133.59.107
[29.06.2016 | 22:08:35] Matze.Gamingtv: Kleine Infromation: Es gibt noch 4 V.I.P Fahrzeuge in San Andreas Versteckt. Findet ihr sie gehören sie euch!
[29.06.2016 | 22:11:54] Matze.Gamingtv: Schreiben kannst du mit /ooc
[29.06.2016 | 22:12:03] Matze.Gamingtv: Ich hoffe es wirt dir hir Gefallen!
[29.06.2016 | 22:12:19] Matze.Gamingtv: Ich Verabschiede mich und hoffe wir sehenn uns Morgen wieder!
[29.06.2016 | 22:13:58] Florian.Mrpacman: hallo
[29.06.2016 | 22:20:14] Florian.Mrpacman: mit /ooc kannst du im global chat schreiben
[29.06.2016 | 22:20:37] Holtwiesch.Lucas: wo bist du grade?
[29.06.2016 | 22:21:19] Florian.Mrpacman: bei meinem haus
[29.06.2016 | 22:23:18] Holtwiesch.Lucas: ich bin bei los santos polizei station!!
[29.06.2016 | 22:23:54] Florian.Mrpacman: mein haus is in los santos im reichem viertel
[29.06.2016 | 22:24:26] Holtwiesch.Lucas: was ist reichen?
[29.06.2016 | 22:25:02] Florian.Mrpacman: warte ich holl dich ab
[29.06.2016 | 22:25:21] Holtwiesch.Lucas: ok
[29.06.2016 | 22:27:19] Holtwiesch.Lucas: weist du wo mann jobs hier kriegt/
[29.06.2016 | 22:27:52] Holtwiesch.Lucas: egal ich folge dir!!
[29.06.2016 | 22:28:52] Holtwiesch.Lucas: ja
[29.06.2016 | 22:30:59] Holtwiesch.Lucas: wo bist du?
[29.06.2016 | 22:31:18] Florian.Mrpacman: hallo ?
[29.06.2016 | 22:31:34] Florian.Mrpacman: am waffenshop
[29.06.2016 | 22:31:46] Holtwiesch.Lucas: du bist bei mir weg tpt!!
[29.06.2016 | 22:34:10] Holtwiesch.Lucas: wtf du tptst dich immer und dabei zerstörst du mein auto!!
[29.06.2016 | 22:35:13] Holtwiesch.Lucas: schöner haus!
[29.06.2016 | 22:43:11] Florian.Mrpacman: lucas
[29.06.2016 | 22:43:21] Holtwiesch.Lucas: ja
[29.06.2016 | 22:44:22] Holtwiesch.Lucas: ok
[29.06.2016 | 22:45:07] Florian.Mrpacman: bye bis morgen
[01.07.2016 | 21:22:23] [ADMIN] Florian.Mrpacman: /VERBRENN MARCEL
[01.07.2016 | 21:22:43] [ADMIN] Florian.Mrpacman: keine mord drohung
[01.07.2016 | 21:40:16] [ADMIN] Florian.Mrpacman: hihi ich bin der TOD
[01.07.2016 | 21:40:38] [ADMIN] Florian.Mrpacman: marcel gähnt und macht mich müde
[01.07.2016 | 21:40:54] [ADMIN] Florian.Mrpacman: anzeige rennt
[01.07.2016 | 21:41:11] [ADMIN] Florian.Mrpacman: ich schwöre dir
[01.07.2016 | 21:45:49] Florian.Mrpacman: ich will ne anzeige machen
[01.07.2016 | 21:47:37] Florian.Mrpacman: ich will ne anzeige gegen marcel.Paul machen wegen beldeidigung
[01.07.2016 | 21:47:55] Florian.Mrpacman: beleidigung
[01.07.2016 | 21:48:45] Florian.Mrpacman: du affen kind ich werde ich ddossn
[01.07.2016 | 21:52:18] Florian.Mrpacman: KILL ALL
[01.07.2016 | 21:52:52] Florian.Mrpacman: KILL MARCEL.PAUL WEGEN HÄUSLICHER GEWALT
[01.07.2016 | 21:53:23] Florian.Mrpacman: drop mir mal brot habe hunger
[01.07.2016 | 21:53:52] Florian.Mrpacman: CHEETAH
[01.07.2016 | 22:09:24] [ADMIN] Marcel.Paul: maxi <3
[01.07.2016 | 22:09:44] Talorin.Goldberry: Marcel <3
[01.07.2016 | 22:11:37] [ADMIN] Marcel.Paul: was geht ?
[01.07.2016 | 22:12:21] Talorin.Goldberry: Nichts. Hab überhaupt keinen Bock auf MTA. Ich glaub ich geh mich betrinken :P
[01.07.2016 | 22:12:40] [ADMIN] Marcel.Paul: bitte bleib :D
[01.07.2016 | 22:12:58] Talorin.Goldberry: Was soll ich´n machen...?
[01.07.2016 | 22:13:17] [ADMIN] Marcel.Paul: mit uns was lustiges machen :D
[01.07.2016 | 22:13:32] Talorin.Goldberry: Gibts auch Jack Daniels?
[01.07.2016 | 22:13:48] [ADMIN] Marcel.Paul: ka :D
